Requirement ID,Requirement Text,Unit Test ID,Integration Test ID,EMVCo Test Case Ref,Evidence Artifact
KRN-INT-002,SHALL NOT treat Book C-8 as a contact kernel unless a specific licensed specification and certification approval explicitly support that use.,UT-INT-TRACE,IT-INT-TRACE,N/A,config::tests::rejects_contact_kernel_type_that_reuses_c8; config::tests::rejects_invalid_interface_kernel_mapping_and_duplicate_interfaces; ffi::tests::selected_kernel_mapping_is_interface_specific; traceability_foundation::rtm_promotes_interface_kernel_mapping_evidence
KRN-INT-003,"SHOULD use Book C-8 for contactless where the product, scheme set, region, terminal class, and certification scope support C-8.",UT-INT-TRACE,IT-INT-TRACE,N/A,traceability_foundation::supported_contactless_profiles_use_c8_certification_scope; ffi::tests::selected_kernel_mapping_is_interface_specific; config::tests::rejects_contact_kernel_type_that_reuses_c8; config::tests::rejects_invalid_interface_kernel_mapping_and_duplicate_interfaces; traceability_foundation::rtm_promotes_interface_kernel_mapping_evidence
KRN-INT-004,SHALL reject a transaction if no certified kernel/profile mapping exists for the selected AID and interface.,UT-INT-TRACE,IT-INT-TRACE,N/A,ffi::tests::selected_kernel_mapping_is_interface_specific; config::tests::rejects_contact_kernel_type_that_reuses_c8; config::tests::rejects_invalid_interface_kernel_mapping_and_duplicate_interfaces; traceability_foundation::rtm_promotes_interface_kernel_mapping_evidence
KRN-LOG-002,SHALL disable full APDU logging in production unless certified support mode is enabled by policy.,UT-LOG-TRACE,IT-LOG-TRACE,N/A,trace::tests::production_policy_never_emits_full_apdu_data_even_if_misconfigured; trace::tests::replay_is_exact_order_and_evidence_is_masked; traceability_foundation::rtm_promotes_logging_policy_evidence
KRN-LOG-003,"SHALL exclude cardholder data, clear PIN, PIN block, and secret material from crash dumps.",UT-LOG-TRACE,IT-LOG-TRACE,N/A,apdu::tests::command_apdu_debug_redacts_payload_bytes; c8::tests::contactless_debug_redacts_outcome_and_relay_records; config::tests::profile_debug_redacts_capk_and_profile_material; cvm::tests::offline_pin_debug_redacts_ped_handle_values; dol::tests::datastore_debug_redacts_values_for_crash_safety; gac::tests::online_authorization_debug_redacts_cryptograms_and_card_data; issuer::tests::host_response_debug_redacts_issuer_authentication_and_scripts; oda::tests::oda_debug_redacts_recovered_authentication_material; tlv::tests::tlv_debug_redacts_parsed_values; trace::tests::production_suppresses_issuer_script_command_data; trace::tests::mask_tlv_stream_rejects_trace_field_overflow; trace::tests::apdu_trace_debug_redacts_masked_payloads_for_crash_safety; trace::tests::replay_debug_redacts_raw_apdu_bytes_for_crash_safety; trace::tests::replay_rejects_pin_verify_payload_custody; traceability_foundation::rtm_promotes_logging_policy_evidence
KRN-LOG-004,SHALL make debug builds cryptographically and operationally distinguishable from production builds.,UT-LOG-TRACE,IT-LOG-TRACE,N/A,trace::tests::replay_trace_identity_records_profile_version_without_unmasking_data; traceability_foundation::deterministic_replay_matches_script_order_and_emits_masked_jsonl; traceability_foundation::prelab_apdu_trace_pack_is_replayable_masked_and_scoped; traceability_foundation::rtm_promotes_logging_policy_evidence
KRN-ONL-001,SHALL pass online authorization data to Level 3 without performing acquirer/issuer host role.,UT-ONL-TRACE,IT-ONL-TRACE,N/A,gac::tests::builds_online_authorization_package_without_generating_cryptograms; ffi::tests::online_authorization_package_rejects_tlv_output_above_limit; ffi::tests::ffi_init_validates_runtime_callbacks_and_reaches_online_after_first_gac; traceability_foundation::rtm_promotes_online_boundary_evidence
KRN-ONL-002,"SHALL receive host response data, including authorization response code, issuer authentication data, and issuer scripts, through the Level 3 callback/API.",UT-ONL-TRACE,IT-ONL-TRACE,N/A,issuer::tests::parses_arpc_arc_and_issuer_scripts; issuer::tests::rejects_host_response_without_authorization_response_code; issuer::tests::rejects_malformed_issuer_authentication_data; issuer::tests::rejects_non_alphanumeric_authorization_response_codes; issuer::tests::rejects_malformed_authorization_codes; issuer::tests::rejects_nested_or_duplicate_host_response_auth_objects; issuer::tests::rejects_unsupported_host_response_objects; ffi::tests::apply_host_response_rejects_empty_or_oversize_payload; ffi::tests::ffi_init_validates_runtime_callbacks_and_reaches_online_after_first_gac; record::tests::rejects_host_response_record_tags_atomically; traceability_foundation::host_response_extracts_arpc_and_phase_specific_script_results; traceability_foundation::rtm_promotes_online_boundary_evidence
KRN-PERF-001,SHALL measure ODA RSA/ECC operations separately from TLV parsing and APDU overhead.,UT-PERF-TRACE,IT-PERF-TRACE,N/A,perf::tests::records_oda_crypto_tlv_and_apdu_buckets_separately; perf::tests::rejects_performance_counter_overflow; perf::tests::validates_product_performance_profile_targets; traceability_foundation::performance_profile_defines_product_targets_and_buckets; traceability_foundation::rtm_promotes_performance_profile_evidence
KRN-PERF-002,"SHALL define certification performance targets in the product profile, not in generic prose.",UT-PERF-TRACE,IT-PERF-TRACE,N/A,perf::tests::validates_product_performance_profile_targets; traceability_foundation::performance_profile_defines_product_targets_and_buckets; traceability_foundation::rtm_promotes_performance_profile_evidence
KRN-PIN-004,SHALL interpret 63 Cx from VERIFY as PIN verification warning with tries remaining and update TVR/CVM results accordingly.,UT-PIN-TRACE,IT-PIN-TRACE,N/A,sw::tests::verify_and_script_status_words_keep_their_own_meaning; cvm::tests::offline_pin_verify_status_updates_cvm_results_and_tvr_bits; traceability_foundation::krn_pin_004_verify_63cx_updates_try_counter_tvr_and_cvm_results; traceability_foundation::rtm_promotes_pin_verify_warning_evidence
KRN-PROFILE-001,"SHALL reject placeholder strings such as ..., dummy RIDs, dummy AIDs, and non-hex CAPK values in production or certification configuration.",UT-PROFILE-001,IT-PROFILE-001,N/A,config::tests::rejects_placeholder_and_bad_hex_material; traceability_foundation::profile_loader_rejects_rollback_placeholders_and_expired_capks; traceability_foundation::scheme_profile_annex_excludes_synthetic_c8_payment_profile
KRN-PROFILE-002,SHALL validate all CAPK modulus/checksum strings as hex and expected length before loading.,UT-PROFILE-002,IT-PROFILE-002,N/A,config::tests::loads_profile_annex_when_signature_is_verified; config::tests::rejects_certification_capk_checksum_mismatch_or_metadata_drift; config::tests::rejects_invalid_capk_public_key_components; traceability_foundation::krn_sec_003_oda_002_capks_retain_signed_public_provenance
KRN-REST-001,SHALL evaluate processing restrictions in the order required by EMV and scheme profile.,UT-REST-TRACE,IT-REST-TRACE,N/A,restrictions::tests::parses_valid_bcd_dates_and_rejects_invalid_values; restrictions::tests::restriction_checks_follow_emv_order_and_use_standard_tvr_bits; restrictions::tests::evaluates_version_dates_auc_and_new_card_bits; traceability_foundation::processing_restrictions_mutate_only_defined_tvr_bits; traceability_foundation::rtm_promotes_processing_restriction_evidence
KRN-REST-002,SHALL NOT create non-standard TVR bits for currency mismatch or service mismatch. The implementation shall express such conditions using the EMV-defined AUC/service/version/date conditions or profile-defined terminal decision inputs.,UT-REST-TRACE,IT-REST-TRACE,N/A,restrictions::tests::auc_enforces_terminal_channel_and_region_specific_cashback_bits; restrictions::tests::does_not_set_non_standard_bits_for_allowed_transaction; restrictions::tests::restriction_checks_follow_emv_order_and_use_standard_tvr_bits; traceability_foundation::processing_restrictions_mutate_only_defined_tvr_bits; traceability_foundation::rtm_promotes_processing_restriction_evidence
KRN-SEL-002,SHALL use 2PAY.SYS.DDF01 for contactless PPSE selection.,UT-SEL-002,IT-SEL-002,N/A,apdu::tests::builds_exact_contact_pse_and_contactless_ppse_selects; selection::tests::extracts_candidate_aids_from_directory_fci; selection::tests::rejects_duplicate_adf_names_in_directory_entries; selection::tests::rejects_duplicate_adf_names_across_directory_entries; selection::tests::rejects_candidate_aid_lists_above_limit; selection::tests::partial_selection_retains_all_matching_card_adf_names; selection::tests::rejects_duplicate_card_candidates_before_profile_matching; traceability_foundation::krn_sel_001_exact_pse_ppse_apdus_are_stable; traceability_foundation::krn_sel_001_002_003_parses_candidates_and_matches_signed_profiles; ffi::tests::ffi_builds_select_into_caller_buffer
KRN-SEL-003,"SHALL support direct AID selection when PSE/PPSE is absent, unsupported, or profile rules require direct selection.",UT-SEL-003,IT-SEL-003,N/A,selection::tests::direct_candidates_are_sorted_by_signed_profile_priority; selection::tests::rejects_direct_profile_candidates_above_limit; ffi::tests::runtime_selection_uses_status_policy_for_get_response_and_invalidated_aids
KRN-TAA-001,SHALL evaluate denial before online approval requests.,UT-TAA-001,IT-TAA-001,N/A,taa::tests::denial_action_codes_take_precedence; traceability_foundation::krn_taa_001_002_003_004_005_006_007_uses_iac_tac_order_and_profile_fallbacks
KRN-TAA-002,SHALL include IAC values in TAA whenever available or required by the application/profile.,UT-TAA-002,IT-TAA-002,N/A,config::tests::loads_profile_issuer_action_code_fallbacks; taa::tests::iac_values_participate_in_denial_online_and_default_decisions; ffi::tests::taa_offline_final_state_finishes_from_s16; ffi::tests::taa_uses_profile_iac_fallbacks_when_card_omits_iacs; ffi::tests::card_iac_tags_override_profile_fallbacks; traceability_foundation::krn_taa_001_002_003_004_005_006_007_uses_iac_tac_order_and_profile_fallbacks
KRN-TAA-003,SHALL NOT allow an unconstrained configuration field such as default_cryptogram to override EMV or scheme rules.,UT-TAA-003,IT-TAA-003,N/A,taa::tests::invalid_profile_combinations_are_rejected; taa::tests::no_match_defaults_are_profile_driven; traceability_foundation::krn_taa_001_002_003_004_005_006_007_uses_iac_tac_order_and_profile_fallbacks
KRN-TLV-001,SHALL parse primitive and constructed BER-TLV objects according to EMV and ISO/IEC 7816-4 rules.,UT-TLV-001,IT-TLV-001,N/A,tlv::tests::parses_nested_fci_template; tlv::tests::finds_unique_direct_values_without_descending; traceability_foundation::tlv_parser_is_deterministic_for_valid_and_truncated_inputs
KRN-TLV-002,"SHALL parse DOLs as tag-length sequences, not as constructed TLV templates.",UT-TLV-002,IT-TLV-002,N/A,dol::tests::parses_and_builds_pdol_deterministically; traceability_foundation::krn_dda_001_internal_authenticate_uses_ddol_values; traceability_foundation::tlv_catalogue_uses_required_schema_and_profile_defined_markers
KRN-TLV-003,"SHALL reject malformed tags, unsupported indefinite length encoding, lengths exceeding configured maxima, truncated values, or invalid nested templates.",UT-TLV-003,IT-TLV-003,N/A,tlv::tests::rejects_indefinite_lengths_for_fuzzability; tlv::tests::rejects_non_minimal_long_form_lengths; tlv::tests::rejects_invalid_tag_field_bytes; dol::tests::rejects_invalid_tag_field_bytes; tlv::tests::rejects_zero_prefixed_high_tag_numbers; dol::tests::rejects_zero_prefixed_high_tag_numbers; tlv::tests::rejects_overlong_tags_and_configured_value_length_overflow; tlv::tests::rejects_tlv_node_limit_overflow; tlv::tests::rejects_tlv_depth_limit_overflow; tlv::tests::rejects_truncated_values_without_panicking; traceability_foundation::tlv_parser_is_deterministic_for_valid_and_truncated_inputs
KRN-TLV-004,"SHALL maintain a machine-readable TLV catalogue with columns: tag, name, type, length rule, source, interface applicability, scheme applicability, presence rule, sensitive-data classification, and test IDs.",UT-TLV-004,IT-TLV-004,N/A,traceability_foundation::tlv_catalogue_uses_required_schema_and_profile_defined_markers; traceability_foundation::tlv_catalogue_contains_required_foundation_tags
KRN-TLV-005,"SHALL mark scheme-specific, proprietary, and RFU tags as PROFILE-DEFINED and shall not assign invented semantics.",UT-TLV-005,IT-TLV-005,N/A,traceability_foundation::tlv_catalogue_uses_required_schema_and_profile_defined_markers
KRN-TLV-006,"SHALL admit card-originated AFL record TLVs only from direct primitive Template 70 children and shall reject terminal-owned, kernel-owned, or host-response-owned tags without partially updating the transaction data store.",UT-TLV-006,IT-TLV-006,N/A,record::tests::rejects_duplicate_record_data_without_partial_store; record::tests::rejects_conflicting_record_data_rewrite_without_partial_store; record::tests::accepts_repeated_record_data_when_value_is_identical; record::tests::rejects_nested_record_data_without_partial_store; record::tests::rejects_terminal_owned_record_data_without_partial_store; record::tests::rejects_all_terminal_or_kernel_record_tags_atomically; record::tests::rejects_host_response_record_tags_atomically; ffi::tests::first_gac_preserves_terminal_dol_sources_after_rejected_record_tags; ffi::tests::first_gac_preserves_generated_unpredictable_number_after_rejected_record_tags
KRN-TRM-001,SHALL implement floor-limit checking per profile and transaction type.,UT-TRM-TRACE,IT-TRM-TRACE,N/A,trm::tests::evaluates_floor_exception_velocity_random_and_merchant_bits; trm::tests::floor_limit_uses_transaction_type_profile_override; config::tests::loads_profile_annex_when_signature_is_verified; config::tests::rejects_cfg_002_profile_schema_and_field_failures; config::tests::rejects_oversized_transaction_type_floor_limit_profiles; traceability_foundation::trm_sets_floor_random_velocity_exception_and_tsi_bits; ffi::tests::ffi_init_validates_runtime_callbacks_and_reaches_online_after_first_gac
KRN-TRM-002,SHALL implement random transaction selection only according to EMV/profile rules. The algorithm and parameters shall be certified as part of the profile.,UT-TRM-TRACE,IT-TRM-TRACE,N/A,trm::tests::random_selection_is_deterministic_from_external_sample; trm::tests::rejects_invalid_profile_percent; trm::tests::rejects_out_of_range_random_selection_sample; ffi::krn_set_trm_random_selection_sample; ffi::tests::trm_random_selection_sample_drives_online_handoff; traceability_foundation::trm_sets_floor_random_velocity_exception_and_tsi_bits
KRN-TRM-003,SHALL maintain offline counters only in non-volatile storage where the active scheme/profile requires terminal-maintained counters.,UT-TRM-TRACE,IT-TRM-TRACE,N/A,trm::tests::requires_nonvolatile_offline_counter_when_velocity_limits_are_active; traceability_foundation::trm_003_requires_nonvolatile_counter_for_velocity_limits; ffi::krn_set_nonvolatile_offline_counter; traceability_foundation::rtm_promotes_nonvolatile_offline_counter_evidence
KRN-TRM-004,SHALL set TSI terminal risk management performed when TRM has executed.,UT-TRM-TRACE,IT-TRM-TRACE,N/A,trm::tests::evaluates_floor_exception_velocity_random_and_merchant_bits; traceability_foundation::trm_sets_floor_random_velocity_exception_and_tsi_bits; ffi::tests::ffi_init_validates_runtime_callbacks_and_reaches_online_after_first_gac
KRN-TSI-002,SHALL set TSI bits only after the corresponding function has actually been performed.,UT-TSI-TRACE,IT-TSI-TRACE,N/A,traceability_foundation::tsi_bits_are_set_only_after_corresponding_processing; traceability_foundation::rtm_promotes_tsi_phase_gating_evidence; ffi::tests::ffi_init_validates_runtime_callbacks_and_reaches_online_after_first_gac; ffi::tests::issuer_authentication_failure_sets_tvr_and_reaches_scripts; ffi::tests::issuer_script_noncritical_failure_sets_phase_tvr_and_reaches_final
